EMPID,Status,Function,Division,Union Status,Employment Category,Rehire_Date,Total Service Date,Birth Date,Age,Generation,Pay Scale Group,Gender,Ethnic Origin,Action Reason,Last Performance Rating,Last Potential Rating,Rehired,Employee Pay Frequency,ExemptTF,Employee Pay Basis,Manager_ID,Months Since Last Hire,Tenure_Months,Action Change Date,Action Type
35726,Terminated,Sales,Sales,Non-Union,Regular Employee PT,,26-May-09,18-May-89,25,Generation Y,Group C,Male,H,End of Contract/Temp Assign,Successfully Meets Expectations,Not assigned,F,Weekly,F,Hourly,S3723,64,64,9-Oct-14,Voluntary Separation
54572,Terminated,Sales,Sales,Non-Union,Regular Employee PT,,18-Dec-13,12-May-89,25,Generation Y,Group C,Female,B,Resigned - Job Abandonment,Too New,Not assigned,F,Bi-Weekly,F,Hourly,S2516,8,8,20-Aug-14,Voluntary Separation
60445,Active,Operations,Product,Non-Union,Regular Employee FT,,30-Jul-14,12-May-89,26,Generation Y,Group C,Male,A,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S2607,15,15,,
48578,Active,Sales,Sales,Non-Union,Regular Employee FT,,6-Feb-13,6-May-89,26,Generation Y,Group C,Female,B,,Successfully Meets Expectations,Not assigned,F,Weekly,F,Hourly,S3608,33,33,,
58445,Active,Sales,Sales,Non-Union,Regular Employee PT,,18-Jun-14,6-May-89,26,Generation Y,Group C,Male,B,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S356,16,16,,
36243,Active,Sales,Sales,Non-Union,Regular Employee FT,,1-Jul-09,5-May-89,26,Generation Y,Group C,Male,W,,Successfully Meets Expectations,Not assigned,F,Weekly,F,Hourly,S3668,76,76,,
48481,Active,Customer Care,Customer Care,Non-Union,Regular Employee FT,,30-Jan-13,3-May-89,26,Generation Y,Group C,Male,X,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S1211,33,33,,
59894,Active,Operations,Product,Non-Union,Regular Employee FT,,16-Jul-14,23-Apr-89,26,Generation Y,Group C,Male,W,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S2767,15,15,,
52176,Active,Customer Care,Customer Care,Non-Union,Regular Employee FT,,13-Aug-13,19-Apr-89,26,Generation Y,Group C,Male,W,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S2918,26,26,,
63018,Terminated,Operations,Product,Non-Union,Regular Employee FT,,22-Oct-14,13-Apr-89,25,Generation Y,Group C,Male,W,Resigned - Personal Reasons,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S2136,0,0,31-Oct-14,Voluntary Separation
44011,Active,Sales,Sales,Non-Union,Regular Employee FT,,4-Apr-12,5-Apr-89,26,Generation Y,Group C,Male,W,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S2445,43,43,,
26750,Terminated,Operations,Product,Non-Union,Regular Employee FT,18-Jan-12,18-Jan-12,29-Mar-89,26,Generation Y,Not Assigned,Male,W,Resigned - Career Prospects,Successfully Meets Expectations,Not assigned,T,Bi-Weekly,F,Daily,S645,38,38,4-Apr-15,Voluntary Separation
44512,Active,Sales,Sales,Non-Union,Regular Employee FT,,9-May-12,29-Mar-89,26,Generation Y,Group C,Female,B,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S2536,42,42,,
33648,Active,Manufacturing,Product,Union,Regular Employee FT,,1-Oct-08,27-Mar-89,26,Generation Y,Not Assigned,Male,W,,No Rating,No Rating,F,Weekly,F,Hourly,S3994,85,85,,
62375,Terminated,Manufacturing,Product,Non-Union,Regular Employee FT,,1-Oct-14,27-Mar-89,25,Generation Y,Group C,Female,W,Resigned - Personal Reasons,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S2690,0,0,24-Oct-14,Voluntary Separation
41305,Active,Operations,Product,Union,Regular Employee FT,,22-Jun-11,24-Mar-89,26,Generation Y,Not Assigned,Male,H,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S2318,52,52,,
37037,Active,Operations,Product,Non-Union,Regular Employee FT,,23-Sep-09,20-Mar-89,26,Generation Y,Group C,Male,W,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Daily,S599,73,73,,
31029,Active,Sales,Sales,Union,Regular Employee FT,6-Mar-10,6-Mar-10,17-Mar-89,26,Generation Y,Not Assigned,Male,W,,No Rating,No Rating,T,Bi-Weekly,F,Hourly,S2230,68,68,,
62284,Active,Operations,Product,Non-Union,Regular Employee FT,,24-Sep-14,16-Mar-89,26,Generation Y,Group C,Male,H,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S2806,13,13,,
60771,Active,Operations,Product,Non-Union,Regular Employee FT,,6-Aug-14,15-Mar-89,26,Generation Y,Group C,Male,H,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S2588,15,15,,
38367,Active,Operations,Product,Union,Regular Employee FT,,19-May-10,11-Mar-89,26,Generation Y,Not Assigned,Male,W,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S2617,65,65,,
43086,Active,Sales,Sales,Non-Union,Regular Employee FT,,11-Jan-12,22-Feb-89,26,Generation Y,Group C,Male,B,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Daily,S105,45,45,,
57133,Active,Sales,Sales,Union,Regular Employee FT,,14-May-14,16-Feb-89,26,Generation Y,Not Assigned,Male,W,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S2184,17,17,,
50969,Active,Sales,Sales,Non-Union,Regular Employee FT,,19-Jun-13,12-Feb-89,26,Generation Y,Group C,Male,H,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Daily,S137,28,28,,
32895,Terminated,Sales,Sales,Non-Union,Regular Employee FT,,9-Jul-08,11-Feb-89,25,Generation Y,Group C,Female,W,Resigned - Working Conditions,Successfully Meets Expectations,Not assigned,F,Monthly,T,Salary,S6200,76,76,11-Nov-14,Voluntary Separation
47260,Active,Sales,Sales,Non-Union,Regular Employee PT,,24-Oct-12,2-Feb-89,26,Generation Y,Group C,Male,W,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S509,36,36,,
59938,Active,Operations,Product,Non-Union,Regular Employee FT,,16-Jul-14,1-Feb-89,26,Generation Y,Group C,Male,B,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S2588,15,15,,
34989,Active,Sales,Sales,Non-Union,Regular Employee FT,,11-Mar-09,28-Jan-89,26,Generation Y,Group C,Male,W,,Meets & Exceeds,Not assigned,F,Bi-Weekly,F,Hourly,S1122,80,80,,
30650,Active,Operations,Product,Non-Union,Regular Employee FT,,25-Sep-07,23-Jan-89,26,Generation Y,Group C,Male,B,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S2737,97,97,,
62266,Active,Sales,Sales,Non-Union,Regular Employee PT,,24-Sep-14,14-Jan-89,26,Generation Y,Group C,Male,B,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S456,13,13,,
50051,Terminated,Sales,Sales,Non-Union,Regular Employee FT,,15-May-13,12-Jan-89,25,Generation Y,Group C,Female,W,Resigned - Personal Reasons,Meets & Exceeds,Not assigned,F,Weekly,F,Hourly,S3772,14,14,3-Aug-14,Voluntary Separation
47964,Active,Sales,Sales,Non-Union,Regular Employee FT,,12-Dec-12,6-Jan-89,26,Generation Y,Group C,Male,W,,Successfully Meets Expectations,Not assigned,F,Weekly,F,Hourly,S3583,34,34,,
41618,Active,Sales,Sales,Non-Union,Regular Employee FT,,20-Jul-11,5-Jan-89,26,Generation Y,Group C,Male,B,,Developing/Meets Some,Not assigned,F,Bi-Weekly,F,Daily,S499,51,51,,
50154,Active,Sales,Sales,Union,Regular Employee FT,,22-May-13,20-Dec-88,26,Generation Y,Not Assigned,Male,W,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S1388,29,29,,
37949,Active,Sales,Sales,Non-Union,Regular Employee FT,,24-Mar-10,13-Dec-88,26,Generation Y,Group C,Male,B,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S2894,67,67,,
43818,Terminated,Sales,Sales,Non-Union,Regular Employee FT,,14-Mar-12,12-Dec-88,25,Generation Y,Group C,Male,W,Resigned - Career Prospects,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S2197,32,32,20-Nov-14,Voluntary Separation
36633,Active,Sales,Sales,Non-Union,Regular Employee PT,,5-Aug-09,11-Dec-88,26,Generation Y,Group C,Male,B,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S109,75,75,,
64918,Active,Manufacturing,Product,Non-Union,Regular Employee FT,,1-Jan-15,11-Dec-88,26,Generation Y,Group C,Male,W,,No Rating,No Rating,F,Weekly,F,Hourly,S4019,10,10,,
39919,Terminated,Sales,Sales,Non-Union,Regular Employee FT,7-Nov-12,17-Nov-10,9-Dec-88,25,Generation Y,Group C,Female,W,Resigned - Personal Reasons,Developing/Meets Some,Not assigned,T,Bi-Weekly,F,Hourly,S2240,19,43,19-Jun-14,Voluntary Separation
56221,Active,Manufacturing,Product,Non-Union,Regular Employee FT,,9-Apr-14,30-Nov-88,26,Generation Y,Group C,Male,H,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S1337,19,19,,
45599,Active,Operations,Product,Non-Union,Regular Employee FT,,4-Jul-12,24-Nov-88,26,Generation Y,Group C,Male,B,,Developing/Meets Some,Not assigned,F,Bi-Weekly,F,Hourly,S3074,40,40,,
60902,Active,Sales,Sales,Non-Union,Regular Employee FT,,13-Aug-14,18-Nov-88,26,Generation Y,Group C,Male,W,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S2592,14,14,,
42542,Active,Sales,Sales,Non-Union,Regular Employee FT,,2-Nov-11,17-Nov-88,26,Generation Y,Group C,Male,B,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Daily,S354,48,48,,
47590,Active,Operations,Product,Non-Union,Regular Employee FT,,14-Nov-12,17-Nov-88,26,Generation Y,Group C,Male,H,,Meets & Exceeds,Not assigned,F,Bi-Weekly,F,Hourly,S2854,35,35,,
27276,Active,Support,Product,Union,Regular Employee FT,,2-Aug-06,14-Nov-88,26,Generation Y,Group M,Male,H,,No Rating,No Rating,F,Weekly,F,Hourly,S3341,111,111,,
64422,Active,Sales,Sales,Non-Union,Regular Employee PT,,10-Dec-14,14-Nov-88,26,Generation Y,Group C,Male,H,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S151,11,11,,
36879,Active,Operations,Product,Non-Union,Regular Employee FT,,2-Sep-09,10-Nov-88,26,Generation Y,Group C,Female,H,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S2985,74,74,,
61434,Active,Operations,Product,Non-Union,Regular Employee PT,,27-Aug-14,10-Nov-88,26,Generation Y,Group C,Female,B,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S1044,14,14,,
57522,Terminated,Operations,Product,Non-Union,Regular Employee FT,,28-May-14,9-Nov-88,25,Generation Y,Group C,Male,W,Resigned - Personal Reasons,No Rating,No Rating,F,Bi-Weekly,F,Daily,S649,2,2,23-Aug-14,Voluntary Separation
43160,Active,Sales,Sales,Non-Union,Regular Employee FT,,18-Jan-12,6-Nov-88,26,Generation Y,Group C,Male,W,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,T,Salary,S4756,45,45,,
48827,Active,Sales,Sales,Non-Union,Regular Employee FT,,27-Feb-13,6-Nov-88,26,Generation Y,Group C,Male,B,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S2282,32,32,,
54463,Active,Sales,Sales,Non-Union,Regular Employee FT,,11-Dec-13,4-Nov-88,26,Generation Y,Group C,Female,B,,Too New,Not assigned,F,Bi-Weekly,F,Daily,S338,22,22,,
57904,Terminated,Sales,Sales,Non-Union,Regular Employee PT,,4-Jun-14,31-Oct-88,25,Generation Y,Group C,Male,B,Resigned - Personal Reasons,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S1870,2,2,27-Aug-14,Voluntary Separation
41051,Active,Operations,Product,Union,Regular Employee FT,,1-Jun-11,29-Oct-88,26,Generation Y,Not Assigned,Male,W,,No Rating,No Rating,F,Bi-Weekly,F,Daily,S283,53,53,,
56371,Terminated,Manufacturing,Product,Union,Regular Employee FT,,16-Apr-14,27-Oct-88,26,Generation Y,Not Assigned,Male,H,Resigned - Career Prospects,No Rating,No Rating,F,Weekly,F,Hourly,S2484,6,6,11-Nov-14,Voluntary Separation
58804,Active,Sales,Sales,Union,Regular Employee FT,,25-Jun-14,27-Oct-88,26,Generation Y,Not Assigned,Male,W,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S2383,16,16,,
60348,Active,Sales,Sales,Non-Union,Regular Employee FT,,30-Jul-14,26-Oct-88,26,Generation Y,Group C,Male,H,,No Rating,No Rating,F,Weekly,F,Hourly,S3707,15,15,,
30359,Active,Sales,Sales,Union,Regular Employee PT,,22-Aug-07,18-Oct-88,26,Generation Y,Not Assigned,Male,H,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S1323,98,98,,
60845,Active,Manufacturing,Product,Union,Regular Employee FT,,13-Aug-14,17-Oct-88,26,Generation Y,Not Assigned,Male,W,,No Rating,No Rating,F,Weekly,F,Hourly,S3875,14,14,,
33612,Active,Operations,Product,Non-Union,Regular Employee FT,,26-Sep-08,16-Oct-88,26,Generation Y,Group C,Male,B,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S1700,85,85,,
39881,Active,Sales,Sales,Union,Regular Employee FT,,10-Nov-10,15-Oct-88,26,Generation Y,Not Assigned,Male,W,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S2611,60,60,,
64315,Active,Sales,Sales,Non-Union,Regular Employee FT,,10-Dec-14,12-Oct-88,26,Generation Y,Group C,Male,H,,No Rating,No Rating,F,Bi-Weekly,F,Daily,S525,11,11,,
40451,Active,Operations,Product,Non-Union,Regular Employee FT,,16-Mar-11,6-Oct-88,26,Generation Y,Group C,Male,B,,Meets & Exceeds,Not assigned,F,Bi-Weekly,F,Hourly,S2779,55,55,,
43023,Terminated,Sales,Sales,Non-Union,Regular Employee FT,,4-Jan-12,1-Oct-88,25,Generation Y,Group C,Male,H,Resigned - Personal Reasons,Successfully Meets Expectations,Strong Contributor,F,Monthly,T,Salary,S6064,29,29,12-Jun-14,Voluntary Separation
56987,Active,Sales,Sales,Union,Regular Employee PT,,14-May-14,1-Oct-88,26,Generation Y,Not Assigned,Male,W,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S2380,17,17,,
65183,Active,Operations,Product,Non-Union,Regular Employee FT,,21-Jan-15,26-Sep-88,26,Generation Y,Group C,Male,B,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S1091,9,9,,
42226,Active,Operations,Product,Non-Union,Regular Employee FT,,28-Sep-11,23-Sep-88,26,Generation Y,Group C,Male,W,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S2837,49,49,,
33866,Active,Manufacturing,Product,Union,Regular Employee FT,,28-Oct-08,22-Sep-88,26,Generation Y,Not Assigned,Male,B,,No Rating,No Rating,F,Weekly,F,Hourly,S3994,84,84,,
52432,Active,Manufacturing,Product,Non-Union,Regular Employee FT,,22-Aug-13,21-Sep-88,26,Generation Y,Group C,Male,H,,Successfully Meets Expectations,Not assigned,F,Weekly,F,Hourly,S4017,26,26,,
54297,Active,Finance & IT,Corporate,Non-Union,Regular Employee FT,,29-Nov-13,21-Sep-88,26,Generation Y,Group C,Male,B,,No Rating,No Rating,F,Semi-Monthly,F,Salary,S4186,23,23,,
62019,Active,Manufacturing,Product,Non-Union,Regular Employee FT,,17-Sep-14,15-Sep-88,26,Generation Y,Group C,Male,H,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S1508,13,13,,
31708,Active,Operations,Product,Non-Union,Regular Employee FT,6-Aug-14,6-Aug-14,14-Sep-88,26,Generation Y,Group C,Male,W,,No Rating,No Rating,T,Bi-Weekly,F,Hourly,S2884,15,15,,
42460,Active,Customer Care,Customer Care,Non-Union,Regular Employee FT,,26-Oct-11,12-Sep-88,26,Generation Y,Group C,Male,H,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S1227,48,48,,
51852,Active,Sales,Sales,Non-Union,Regular Employee FT,,24-Jul-13,12-Sep-88,26,Generation Y,Group C,Male,W,,Developing/Meets Some,Not assigned,F,Weekly,F,Hourly,S3765,27,27,,
34185,Active,Operations,Product,Union,Regular Employee FT,,26-Nov-08,11-Sep-88,26,Generation Y,Not Assigned,Male,A,,No Rating,No Rating,F,Weekly,F,Hourly,S3519,83,83,,
37269,Active,Sales,Sales,Non-Union,Regular Employee FT,,11-Nov-09,8-Sep-88,26,Generation Y,Group C,Male,X,,Meets & Exceeds,Not assigned,F,Bi-Weekly,F,Hourly,S2990,71,71,,
43711,Active,Sales,Sales,Non-Union,Regular Employee FT,,29-Feb-12,30-Aug-88,26,Generation Y,Group C,Male,H,,Developing/Meets Some,Not assigned,F,Bi-Weekly,F,Hourly,S2253,44,44,,
57684,Active,Sales,Sales,Union,Regular Employee FT,,4-Jun-14,2-Aug-88,26,Generation Y,Not Assigned,Male,H,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S2673,17,17,,
46760,Active,HR,Corporate,Non-Union,Regular Employee FT,,18-Sep-12,22-Jul-88,26,Generation Y,Group C,Female,B,,Successfully Meets Expectations,Rising Star,F,Bi-Weekly,F,Hourly,S2790,37,37,,
54676,Active,Sales,Sales,Non-Union,Regular Employee FT,,25-Dec-13,22-Jul-88,26,Generation Y,Group C,Female,W,,Too New,Not assigned,F,Weekly,F,Hourly,S3479,22,22,,
60959,Active,Sales,Sales,Union,Regular Employee FT,,13-Aug-14,21-Jul-88,26,Generation Y,Not Assigned,Male,W,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S2383,14,14,,
55327,Active,Sales,Sales,Union,Regular Employee FT,,3-Aug-13,20-Jul-88,26,Generation Y,Group C,Male,U,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S3205,21,27,,
62212,Active,Sales,Sales,Non-Union,Regular Employee FT,,24-Sep-14,17-Jul-88,26,Generation Y,Group C,Male,W,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S2162,13,13,,
45107,Active,Sales,Sales,Union,Regular Employee FT,,13-Jun-12,16-Jul-88,26,Generation Y,Not Assigned,Female,W,,No Rating,No Rating,F,Weekly,F,Hourly,S3255,40,40,,
30094,Active,Manufacturing,Product,Non-Union,Regular Employee FT,,25-Jul-07,15-Jul-88,26,Generation Y,Group C,Male,W,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S1440,99,99,,
56821,Terminated,Sales,Sales,Non-Union,Regular Employee PT,,7-May-14,4-Jul-88,26,Generation Y,Group C,Male,B,Resigned - Personal Reasons,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S2444,2,2,23-Jul-14,Voluntary Separation
42677,Active,Sales,Sales,Non-Union,Regular Employee FT,,23-Nov-11,3-Jul-88,26,Generation Y,Group C,Male,P,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S2268,47,47,,
46538,Terminated,Sales,Sales,Non-Union,Regular Employee PT,,29-Aug-12,16-Jun-88,26,Generation Y,Group C,Male,W,Resigned - Job Abandonment,Developing/Meets Some,Not assigned,F,Bi-Weekly,F,Hourly,S708,23,23,12-Aug-14,Voluntary Separation
43611,Terminated,Manufacturing,Product,Non-Union,Regular Employee FT,,21-Feb-12,9-Jun-88,26,Generation Y,Group C,Male,W,Resigned - Personal Reasons,Successfully Meets Expectations,Not assigned,F,Weekly,F,Hourly,S3940,34,34,23-Dec-14,Voluntary Separation
33916,Active,Sales,Sales,Union,Regular Employee FT,,4-Nov-08,7-Jun-88,27,Generation Y,Not Assigned,Male,W,,Successfully Meets Expectations,Not assigned,F,Weekly,F,Daily,S856,84,84,,
53311,Active,Sales,Sales,Union,Regular Employee FT,,9-Oct-13,3-Jun-88,27,Generation Y,Not Assigned,Male,W,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S2640,25,25,,
61574,Terminated,Sales,Sales,Non-Union,Regular Employee FT,,3-Sep-14,3-Jun-88,26,Generation Y,Group C,Male,W,Resigned - Personal Reasons,No Rating,No Rating,F,Bi-Weekly,F,Daily,S669,1,1,9-Oct-14,Voluntary Separation
59448,Active,Customer Care,Customer Care,Non-Union,Regular Employee FT,,8-Jul-14,31-May-88,27,Generation Y,Group S,Male,N,,No Rating,No Rating,F,Weekly,F,Hourly,S959,16,16,,
60151,Active,Operations,Product,Non-Union,Regular Employee FT,,23-Jul-14,28-May-88,27,Generation Y,Group C,Male,B,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S1946,15,15,,
43070,Active,Operations,Product,Union,Regular Employee FT,,10-Jan-12,26-May-88,27,Generation Y,Not Assigned,Male,B,,Successfully Meets Expectations,Not assigned,F,Weekly,F,Hourly,S3487,46,46,,
50545,Terminated,Sales,Sales,Non-Union,Regular Employee FT,,5-Jun-13,18-May-88,26,Generation Y,Group C,Male,W,Resigned - Career Prospects,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S2943,12,12,19-Jun-14,Voluntary Separation
44404,Active,Sales,Sales,Non-Union,Regular Employee FT,,2-May-12,16-May-88,27,Generation Y,Group C,Male,W,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Daily,S196,42,42,,
58055,Active,Manufacturing,Product,Non-Union,Regular Employee FT,,10-Jun-14,15-May-88,27,Generation Y,Group C,Male,B,,No Rating,No Rating,F,Weekly,F,Hourly,S3925,17,17,,
30598,Active,Support,Product,Non-Union,Regular Employee FT,,18-Sep-07,11-May-88,27,Generation Y,Group C,Male,H,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S2578,97,97,,
61950,Active,Manufacturing,Product,Non-Union,Regular Employee FT,,17-Sep-14,11-May-88,27,Generation Y,Group C,Male,A,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S1944,13,13,,
59283,Terminated,Sales,Sales,Non-Union,Regular Employee PT,,2-Jul-14,10-May-88,26,Generation Y,Group C,Male,W,Resigned - Personal Reasons,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S2505,0,0,30-Jul-14,Voluntary Separation
58103,Active,Operations,Product,Union,Regular Employee FT,,11-Jun-14,29-Apr-88,27,Generation Y,Group N,Male,B,,No Rating,No Rating,F,Weekly,F,Hourly,S3731,17,17,,
49326,Active,Operations,Product,Non-Union,Regular Employee FT,,10-Apr-13,27-Apr-88,27,Generation Y,Group C,Male,B,,Meets & Exceeds,Not assigned,F,Bi-Weekly,F,Hourly,S2666,31,31,,
37747,Active,Operations,Product,Non-Union,Regular Employee FT,,17-Feb-10,12-Apr-88,27,Generation Y,Group C,Male,B,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S1258,68,68,,
53202,Active,Operations,Product,Non-Union,Regular Employee FT,,2-Oct-13,9-Apr-88,27,Generation Y,Group C,Male,W,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S1667,25,25,,
59422,Active,Manufacturing,Product,Non-Union,Regular Employee FT,,8-Jul-14,7-Apr-88,27,Generation Y,Group C,Male,W,,No Rating,No Rating,F,Weekly,F,Hourly,S3930,16,16,,
56839,Terminated,Operations,Product,Union,Regular Employee PT,,7-May-14,5-Apr-88,26,Generation Y,Not Assigned,Male,W,Resigned - Career Prospects,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S1283,6,6,20-Nov-14,Voluntary Separation
39900,Active,Operations,Product,Non-Union,Regular Employee FT,,17-Nov-10,31-Mar-88,27,Generation Y,Group C,Male,W,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S2856,59,59,,
42427,Active,Operations,Product,Union,Regular Employee FT,,19-Oct-11,31-Mar-88,27,Generation Y,Not Assigned,Male,H,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Daily,S213,48,48,,
49501,Terminated,Customer Care,Customer Care,Non-Union,Regular Employee FT,,23-Apr-13,26-Mar-88,26,Generation Y,Group C,Male,B,Resign in lieu of termination,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S2971,16,16,16-Sep-14,Voluntary Separation
29630,Active,Operations,Product,Non-Union,Regular Employee FT,,12-Jun-07,23-Mar-88,27,Generation Y,Group C,Male,H,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S709,100,100,,
57502,Active,Support,Product,Non-Union,Regular Employee FT,,28-May-14,15-Mar-88,27,Generation Y,Group C,Male,W,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S2447,17,17,,
46479,Terminated,Sales,Sales,Non-Union,Regular Employee FT,,29-Aug-12,9-Mar-88,26,Generation Y,Group C,Male,W,Resigned - Career Prospects,Successfully Meets Expectations,Emerging Talent,F,Monthly,T,Salary,S5159,25,25,23-Oct-14,Voluntary Separation
33295,Active,Manufacturing,Product,Non-Union,Regular Employee FT,,20-Aug-08,6-Mar-88,27,Generation Y,Group C,Male,H,,Meets & Exceeds,Not assigned,F,Bi-Weekly,F,Hourly,S1549,86,86,,
50139,Active,Manufacturing,Product,Non-Union,Regular Employee FT,,22-May-13,28-Feb-88,27,Generation Y,Group C,Male,B,,Developing/Meets Some,Not assigned,F,Bi-Weekly,F,Hourly,S1777,29,29,,
46679,Terminated,Sales,Sales,Non-Union,Regular Employee FT,,12-Sep-12,21-Feb-88,26,Generation Y,Group C,Male,W,Resigned - Career Prospects,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S3050,20,20,31-May-14,Voluntary Separation
30229,Active,Sales,Sales,Union,Regular Employee FT,18-Jun-10,17-Jun-09,15-Feb-88,27,Generation Y,Group E,Male,W,,No Rating,No Rating,T,Weekly,F,Hourly,S3722,64,76,,
31728,Active,Manufacturing,Product,Non-Union,Regular Employee FT,,5-Mar-08,12-Feb-88,27,Generation Y,Group C,Male,H,,Meets & Exceeds,Not assigned,F,Bi-Weekly,F,Hourly,S1701,92,92,,
27566,Active,Sales,Sales,Non-Union,Regular Employee FT,,12-Sep-06,9-Feb-88,27,Generation Y,Group C,Female,W,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,T,Salary,S4686,109,109,,
29500,Active,Operations,Product,Non-Union,Regular Employee FT,,30-May-07,9-Feb-88,27,Generation Y,Group C,Male,W,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Daily,S269,101,101,,
50258,Active,Operations,Product,Non-Union,Regular Employee FT,,29-May-13,7-Feb-88,27,Generation Y,Group C,Male,W,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S696,29,29,,
37139,Active,Operations,Product,Union,Regular Employee FT,,14-Oct-09,5-Feb-88,27,Generation Y,Not Assigned,Male,W,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S1742,72,72,,
49554,Terminated,Sales,Sales,Non-Union,Regular Employee FT,,24-Apr-13,3-Feb-88,26,Generation Y,Group C,Female,W,Resigned - Personal Reasons,Successfully Meets Expectations,Not assigned,F,Monthly,T,Salary,S5661,16,16,28-Aug-14,Voluntary Separation
50102,Active,Sales,Sales,Non-Union,Regular Employee FT,,22-May-13,28-Jan-88,27,Generation Y,Group C,Male,W,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S1843,29,29,,
26366,Active,Sales,Sales,Union,Regular Employee FT,,4-Apr-06,26-Jan-88,27,Generation Y,Group E,Male,H,,No Rating,No Rating,F,Weekly,F,Hourly,S3584,115,115,,
62777,Active,Operations,Product,Non-Union,Regular Employee FT,,15-Oct-14,12-Jan-88,27,Generation Y,Group C,Male,B,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S2062,12,12,,
