EMPID,Status,Function,Division,Union Status,Employment Category,Rehire_Date,Total Service Date,Birth Date,Age,Generation,Pay Scale Group,Gender,Ethnic Origin,Action Reason,Last Performance Rating,Last Potential Rating,Rehired,Employee Pay Frequency,ExemptTF,Employee Pay Basis,Manager_ID,Months Since Last Hire,Tenure_Months,Action Change Date,Action Type
59257,Active,Manufacturing,Product,Non-Union,Regular Employee FT,,2-Jul-14,30-Sep-61,53,Boomer,Group C,Female,H,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S1444,16,16,,
34632,Active,Operations,Product,Non-Union,Regular Employee FT,,22-Jan-09,28-Sep-61,53,Boomer,Group C,Male,H,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Daily,S208,81,81,,
11241,Active,Customer Care,Customer Care,Non-Union,Regular Employee FT,,18-Aug-97,24-Sep-61,53,Boomer,Group C,Male,W,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S1410,218,218,,
1893,Active,Operations,Product,Non-Union,Regular Employee FT,,18-Oct-81,17-Sep-61,53,Boomer,Group C,Male,W,,Successfully Meets Expectations,Not assigned,F,Monthly,T,Salary,S5042,408,408,,
31763,Active,Sales,Sales,Non-Union,Regular Employee FT,,12-Mar-08,13-Sep-61,53,Boomer,Group C,Male,H,,Successfully Meets Expectations,Not assigned,F,Weekly,F,Hourly,S3676,91,91,,
44155,Active,Customer Care,Customer Care,Non-Union,Regular Employee FT,,17-Apr-12,13-Sep-61,53,Boomer,Group C,Male,W,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S3047,42,42,,
11378,Active,Sales,Sales,Non-Union,Regular Employee FT,,23-Sep-97,10-Sep-61,53,Boomer,Group C,Male,H,,Meets & Exceeds,Not assigned,F,Monthly,T,Salary,S491,217,217,,
5171,Active,Manufacturing,Product,Non-Union,Regular Employee FT,,16-Jan-90,6-Sep-61,53,Boomer,Group C,Male,W,,Meets & Exceeds,Strong Contributor,F,Monthly,T,Salary,S3077,309,309,,
9424,Active,Operations,Product,Non-Union,Regular Employee FT,,7-May-96,6-Sep-61,53,Boomer,Group C,Male,W,,Meets & Exceeds,Not assigned,F,Bi-Weekly,F,Hourly,S1801,234,234,,
3446,Active,Operations,Product,Non-Union,Regular Employee FT,,17-Apr-86,29-Aug-61,53,Boomer,Group C,Male,W,,Successfully Meets Expectations,Strong Contributor,F,Monthly,T,Salary,S5213,354,354,,
11556,Active,Operations,Product,Union,Regular Employee FT,,2-Dec-97,28-Aug-61,53,Boomer,Not Assigned,Male,W,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S1577,215,215,,
16215,Active,Sales,Sales,Non-Union,Regular Employee FT,,19-Sep-00,22-Aug-61,53,Boomer,Group C,Male,H,,Developing/Meets Some,Not assigned,F,Bi-Weekly,F,Daily,S502,181,181,,
15890,Active,Customer Care,Customer Care,Non-Union,Regular Employee FT,,4-Jan-00,19-Aug-61,53,Boomer,Group C,Female,B,,Successfully Meets Expectations,Not assigned,F,Semi-Monthly,F,Salary,S3148,183,190,,
43839,Terminated,Operations,Product,Non-Union,Regular Employee FT,,14-Mar-12,19-Aug-61,52,Boomer,Group C,Male,W,Resigned - Career Prospects,Successfully Meets Expectations,Emerging Talent,F,Monthly,T,Salary,S5078,22,22,11-Feb-14,Voluntary Separation
4453,Active,Customer Care,Customer Care,Union,Regular Employee FT,,22-Jun-88,15-Aug-61,53,Boomer,Not Assigned,Male,W,,No Rating,No Rating,F,Weekly,F,Hourly,S3460,328,328,,
8525,Active,Customer Care,Customer Care,Non-Union,Regular Employee FT,,28-Jun-95,11-Aug-61,53,Boomer,Group C,Male,W,,No Rating,No Rating,F,Monthly,T,Salary,S4190,244,244,,
10519,Active,Manufacturing,Product,Non-Union,Regular Employee FT,,8-Mar-97,10-Aug-61,53,Boomer,Group C,Female,W,,Meets & Exceeds,Not assigned,F,Weekly,F,Hourly,S3934,224,224,,
3554,Active,Customer Care,Customer Care,Union,Regular Employee FT,,7-Jun-86,2-Aug-61,53,Boomer,Group S,Male,U,,No Rating,No Rating,F,Weekly,F,Hourly,S905,353,353,,
2606,Active,Manufacturing,Product,Union,Regular Employee FT,,21-Feb-84,31-Jul-61,53,Boomer,Group E,Male,H,,No Rating,No Rating,F,Weekly,F,Hourly,S3332,380,380,,
20298,Active,HR,Corporate,Non-Union,Regular Employee FT,5-Sep-12,5-Sep-12,31-Jul-61,53,Boomer,Group C,Female,W,,Successfully Meets Expectations,Not assigned,T,Bi-Weekly,F,Hourly,S2582,38,38,,
64039,Active,Finance & IT,Corporate,Non-Union,Regular Employee FT,,4-Jul-09,27-Jul-61,53,Boomer,Group R,Male,A,,No Rating,No Rating,F,Semi-Monthly,T,Salary,S4501,11,76,,
11033,Active,Operations,Product,Union,Regular Employee FT,,1-Jul-97,21-Jul-61,53,Boomer,Not Assigned,Male,W,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S1382,220,220,,
8482,Active,Operations,Product,Non-Union,Regular Employee FT,,13-Jun-95,17-Jul-61,53,Boomer,Group C,Male,H,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S1286,244,244,,
1523,Active,Operations,Product,Non-Union,Regular Employee FT,,29-Jul-80,13-Jul-61,53,Boomer,Group C,Male,W,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S52,423,423,,
19569,Active,Operations,Product,Union,Regular Employee FT,,6-Jul-02,12-Jul-61,53,Boomer,Group E,Male,H,,No Rating,No Rating,F,Weekly,F,Hourly,S3317,160,160,,
4905,Active,Customer Care,Customer Care,Union,Regular Employee FT,28-Oct-09,28-Oct-09,9-Jul-61,53,Boomer,Not Assigned,Male,W,,No Rating,No Rating,T,Bi-Weekly,F,Hourly,S1727,72,72,,
10160,Active,Customer Care,Customer Care,Union,Regular Employee FT,,29-Oct-96,6-Jul-61,53,Boomer,Not Assigned,Female,W,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S988,228,228,,
24504,Active,Manufacturing,Product,Union,Regular Employee FT,,30-Apr-05,4-Jul-61,53,Boomer,Group E,Male,B,,No Rating,No Rating,F,Weekly,F,Hourly,S3384,126,126,,
48169,Active,Finance & IT,Corporate,Non-Union,Regular Employee FT,,2-Jan-13,4-Jul-61,53,Boomer,Group C,Male,W,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S2761,34,34,,
35428,Active,Customer Care,Customer Care,Non-Union,Regular Employee FT,,26-Apr-09,28-Jun-61,53,Boomer,Group C,Female,W,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S2023,78,78,,
25295,Active,Support,Product,Non-Union,Regular Employee FT,,23-Aug-05,17-Jun-61,53,Boomer,Group C,Male,W,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S2408,122,122,,
717,Active,Sales,Sales,Non-Union,Regular Employee FT,,12-Feb-92,16-Jun-61,54,Boomer,Group C,Male,W,,Successfully Meets Expectations,Strong Contributor,F,Monthly,T,Salary,S4916,458,284,,
21007,Active,Operations,Product,Union,Regular Employee FT,,27-May-03,13-Jun-61,54,Boomer,Not Assigned,Male,H,,No Rating,No Rating,F,Weekly,F,Hourly,S3729,149,149,,
6468,Active,Sales,Sales,Non-Union,Regular Employee FT,,20-May-92,12-Jun-61,54,Boomer,Group C,Male,W,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S1168,281,281,,
4207,Active,Customer Care,Customer Care,Union,Regular Employee FT,,13-Oct-87,9-Jun-61,54,Boomer,Group S,Male,O,,No Rating,No Rating,F,Weekly,F,Hourly,S910,336,336,,
1135,Active,Sales,Sales,Non-Union,Regular Employee FT,,17-Jul-79,2-Jun-61,54,Boomer,Group C,Male,W,,Successfully Meets Expectations,Strong Contributor,F,Monthly,T,Salary,S4962,435,435,,
1121,Active,Customer Care,Customer Care,Non-Union,Regular Employee FT,,10-Jul-79,31-May-61,54,Boomer,Group R,Male,W,,Successfully Meets Expectations,Strong Contributor,F,Monthly,T,Salary,S3847,436,436,,
6047,Active,Customer Care,Customer Care,Non-Union,Regular Employee FT,,22-Feb-91,31-May-61,54,Boomer,Group C,Female,B,,Meets & Exceeds,Mastery,F,Semi-Monthly,T,Salary,S4187,291,296,,
2961,Active,Manufacturing,Product,Non-Union,Regular Employee FT,,26-Mar-85,22-May-61,54,Boomer,Group C,Male,W,,Developing/Meets Some,Not assigned,F,Weekly,F,Hourly,S3894,367,367,,
3380,Active,Manufacturing,Product,Non-Union,Regular Employee FT,,4-Feb-86,16-May-61,54,Boomer,Group C,Male,W,,Successfully Meets Expectations,Not assigned,F,Weekly,F,Hourly,S3862,357,357,,
62406,Active,Sales,Sales,Non-Union,Regular Employee FT,,1-Oct-14,14-May-61,54,Boomer,Group C,Male,N,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S2587,13,13,,
1485,Active,Customer Care,Customer Care,Non-Union,Regular Employee FT,,1-Jul-80,11-May-61,54,Boomer,Group C,Male,W,,Successfully Meets Expectations,Not assigned,F,Weekly,F,Hourly,S3379,424,424,,
4876,Active,Operations,Product,Union,Regular Employee FT,,28-Jun-89,10-May-61,54,Boomer,Not Assigned,Male,W,,No Rating,No Rating,F,Bi-Weekly,F,Daily,S115,316,316,,
10532,Active,Sales,Sales,Non-Union,Regular Employee FT,,11-Mar-97,8-May-61,54,Boomer,Group C,Male,W,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S2176,224,224,,
11735,Active,Finance & IT,Corporate,Non-Union,Regular Employee FT,,27-Jan-98,7-May-61,54,Boomer,Group C,Male,W,,Meets & Exceeds,Not assigned,F,Monthly,T,Salary,S5346,213,213,,
40603,Active,Operations,Product,Non-Union,Regular Employee FT,,13-Apr-11,7-May-61,54,Boomer,Group C,Male,B,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Daily,S198,54,54,,
2158,Active,Operations,Product,Non-Union,Regular Employee FT,,3-Aug-82,4-May-61,54,Boomer,Group C,Male,W,,Successfully Meets Expectations,Strong Contributor,F,Monthly,T,Salary,S5078,399,399,,
7575,Active,Customer Care,Customer Care,Union,Regular Employee FT,,13-Apr-94,1-May-61,54,Boomer,Not Assigned,Male,W,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S1111,258,258,,
3782,Active,Operations,Product,Non-Union,Regular Employee FT,,4-Nov-86,27-Apr-61,54,Boomer,Group C,Male,H,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S1484,348,348,,
7365,Active,Operations,Product,Non-Union,Regular Employee FT,,9-Nov-93,13-Apr-61,54,Boomer,Group C,Male,W,,Successfully Meets Expectations,Strong Contributor,F,Monthly,T,Salary,S5191,264,264,,
5979,Active,Customer Care,Customer Care,Union,Regular Employee FT,,18-Jun-91,8-Apr-61,54,Boomer,Not Assigned,Male,W,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S1766,292,292,,
10549,Active,Sales,Sales,Non-Union,Regular Employee FT,,14-Mar-97,8-Apr-61,54,Boomer,Group C,Female,A,,Developing/Meets Some,Not assigned,F,Bi-Weekly,T,Salary,S4656,223,223,,
8552,Active,Sales,Sales,Non-Union,Regular Employee FT,14-Jul-10,14-Jul-10,5-Apr-61,54,Boomer,Group C,Male,W,,Successfully Meets Expectations,Not assigned,T,Bi-Weekly,F,Daily,S94,63,63,,
50421,Active,Operations,Product,Union,Regular Employee FT,,30-May-13,25-Mar-61,54,Boomer,Not Assigned,Male,B,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S1737,29,29,,
3207,Active,Operations,Product,Non-Union,Regular Employee FT,,20-Aug-85,22-Mar-61,54,Boomer,Group C,Male,W,,Successfully Meets Expectations,Not assigned,F,Monthly,T,Salary,S5078,362,362,,
3500,Active,Sales,Sales,Non-Union,Regular Employee FT,,14-May-86,21-Mar-61,54,Boomer,Group C,Male,W,,Successfully Meets Expectations,Not assigned,F,Monthly,T,Salary,S4913,353,353,,
1497,Active,Customer Care,Customer Care,Non-Union,Regular Employee FT,,8-Jul-80,20-Mar-61,54,Boomer,Group C,Male,W,,Meets & Exceeds,Not assigned,F,Bi-Weekly,F,Hourly,S1363,424,424,,
2507,Active,Manufacturing,Product,Non-Union,Regular Employee FT,,22-Jul-83,18-Mar-61,54,Boomer,Group C,Male,H,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S1271,387,387,,
19926,Active,Manufacturing,Product,Union,Regular Employee FT,,7-Sep-02,17-Mar-61,54,Boomer,Group E,Male,H,,No Rating,No Rating,F,Weekly,F,Hourly,S3408,158,158,,
15651,Active,Support,Product,Non-Union,Regular Employee FT,,30-May-00,16-Mar-61,54,Boomer,Group C,Male,H,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S1003,185,185,,
5758,Active,Customer Care,Customer Care,Non-Union,Regular Employee FT,,15-Jan-91,15-Mar-61,54,Boomer,Group C,Female,W,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S1628,297,297,,
49293,Active,Customer Care,Customer Care,Non-Union,Regular Employee FT,,9-Apr-13,15-Mar-61,54,Boomer,Group C,Female,W,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S2967,31,31,,
2102,Active,Sales,Sales,Non-Union,Regular Employee FT,,22-Jun-82,11-Mar-61,54,Boomer,Group C,Male,W,,Meets & Exceeds,Not assigned,F,Monthly,T,Salary,S5066,400,400,,
33711,Active,Support,Product,Union,Regular Employee FT,,8-Oct-08,6-Mar-61,54,Boomer,Not Assigned,Male,W,,No Rating,No Rating,F,Weekly,F,Hourly,S2443,85,85,,
2563,Active,Manufacturing,Product,Union,Regular Employee FT,,11-Oct-83,2-Mar-61,54,Boomer,Not Assigned,Male,W,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S1367,385,385,,
62517,Active,Sales,Sales,Non-Union,Regular Employee FT,,8-Oct-14,28-Feb-61,54,Boomer,Group C,Male,B,,No Rating,No Rating,F,Bi-Weekly,F,Daily,S663,13,13,,
5691,Active,Manufacturing,Product,Non-Union,Regular Employee FT,,20-Nov-90,27-Feb-61,54,Boomer,Group C,Female,B,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S1574,299,299,,
2495,Active,Support,Product,Non-Union,Regular Employee FT,,12-Jul-83,23-Feb-61,54,Boomer,Group C,Male,W,,Meets & Exceeds,Strong Contributor,F,Monthly,T,Salary,S5110,388,388,,
10505,Active,Manufacturing,Product,Non-Union,Regular Employee FT,,23-Apr-96,23-Feb-61,54,Boomer,Group C,Male,W,,Developing/Meets Some,Not assigned,F,Weekly,F,Hourly,S3930,224,234,,
11299,Active,Sales,Sales,Non-Union,Regular Employee FT,,2-Sep-97,19-Feb-61,54,Boomer,Group C,Male,W,,Successfully Meets Expectations,Strong Contributor,F,Bi-Weekly,F,Hourly,S2210,218,218,,
26548,Active,Operations,Product,Non-Union,Regular Employee FT,,9-May-06,18-Feb-61,54,Boomer,Group C,Male,H,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Daily,S180,114,114,,
17711,Active,Sales,Sales,Union,Regular Employee FT,,24-Jul-01,17-Feb-61,54,Boomer,Not Assigned,Male,W,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S2211,171,171,,
21897,Active,Manufacturing,Product,Non-Union,Regular Employee FT,12-Dec-07,21-Oct-03,15-Feb-61,54,Boomer,Group C,Male,W,,Meets & Exceeds,Not assigned,T,Bi-Weekly,F,Hourly,S1300,94,144,,
57168,Active,Manufacturing,Product,Non-Union,Regular Employee FT,,20-May-14,11-Feb-61,54,Boomer,Group C,Male,W,,No Rating,No Rating,F,Weekly,F,Hourly,S3965,17,17,,
1010,Active,Manufacturing,Product,Union,Regular Employee FT,,3-Apr-79,8-Feb-61,54,Boomer,Not Assigned,Male,W,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S1065,439,439,,
1069,Active,Operations,Product,Union,Regular Employee FT,,1-Jun-79,6-Feb-61,54,Boomer,Not Assigned,Male,W,,No Rating,No Rating,F,Bi-Weekly,F,Hourly,S989,437,437,,
2576,Active,Manufacturing,Product,Non-Union,Regular Employee FT,,11-Nov-83,6-Feb-61,54,Boomer,Group C,Male,H,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S1519,384,384,,
3512,Active,Operations,Product,Non-Union,Regular Employee FT,,20-May-86,4-Feb-61,54,Boomer,Group C,Male,W,,Successfully Meets Expectations,Not assigned,F,Weekly,F,Hourly,S2760,353,353,,
1603,Active,Operations,Product,Union,Regular Employee FT,,28-Oct-80,1-Feb-61,54,Boomer,Not Assigned,Male,W,,No Rating,No Rating,F,Weekly,F,Hourly,S3398,420,420,,
46949,Active,Manufacturing,Product,Non-Union,Regular Employee FT,,27-Sep-12,30-Jan-61,54,Boomer,Group C,Male,W,,Successfully Meets Expectations,Not assigned,F,Weekly,F,Hourly,S4013,37,37,,
8113,Active,Customer Care,Customer Care,Non-Union,Regular Employee FT,,27-Nov-94,28-Jan-61,54,Boomer,Group C,Male,W,,Developing/Meets Some,Not assigned,F,Bi-Weekly,F,Hourly,S1042,251,251,,
14551,Active,Operations,Product,Union,Regular Employee FT,,25-Aug-99,27-Jan-61,54,Boomer,Group E,Female,H,,No Rating,No Rating,F,Weekly,F,Hourly,S3690,194,194,,
7043,Active,Operations,Product,Non-Union,Regular Employee FT,,5-Jun-93,21-Jan-61,54,Boomer,Group C,Male,H,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S1007,269,269,,
4087,Active,Customer Care,Customer Care,Non-Union,Regular Employee FT,,1-Jul-87,20-Jan-61,54,Boomer,Group C,Male,W,,Successfully Meets Expectations,Not assigned,F,Bi-Weekly,F,Hourly,S1538,340,340,,
